transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T00952,30-07-2024,C102,F,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0,540.94,398.25,142.69
T00920,10-03-2025,C135,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0,540.94,398.25,142.69
T00895,11-11-2024,C094,M,Church Clothing,Fashion,Clothing,North,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T00856,03-07-2024,C141,F,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.05,513.893,398.25,115.643
T00768,13-12-2024,C042,F,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0,1622.82,1194.75,428.07
T00766,20-06-2025,C045,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.15,459.799,398.25,61.549
T00702,30-03-2024,C053,F,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T00700,09-03-2024,C177,F,Church Clothing,Fashion,Clothing,South,4,540.94,398.25,0.15,1839.196,1593,246.196
T00680,07-08-2025,C050,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.15,459.799,398.25,61.549
T00640,23-12-2023,C107,F,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0,1081.88,796.5,285.38
T00597,20-08-2024,C096,M,Church Clothing,Fashion,Clothing,North,5,540.94,398.25,0,2704.7,1991.25,713.45
T00586,02-02-2024,C197,M,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0.05,1027.786,796.5,231.286
T00563,07-05-2024,C043,M,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0.1,1947.384,1593,354.384
T00544,29-10-2023,C083,F,Church Clothing,Fashion,Clothing,East,4,540.94,398.25,0.1,1947.384,1593,354.384
T00376,28-05-2025,C139,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.05,513.893,398.25,115.643
T00354,24-12-2023,C035,F,Church Clothing,Fashion,Clothing,North,2,540.94,398.25,0.15,919.598,796.5,123.098
T00339,13-04-2024,C137,M,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0.15,919.598,796.5,123.098
T00262,04-08-2024,C164,M,Church Clothing,Fashion,Clothing,South,1,540.94,398.25,0.15,459.799,398.25,61.549
T00255,11-11-2024,C112,F,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0.15,1839.196,1593,246.196
T00249,02-02-2025,C200,M,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0.05,2055.572,1593,462.572
T00237,08-05-2024,C056,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.15,2298.995,1991.25,307.745
T00146,12-05-2024,C061,M,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.1,486.846,398.25,88.596
T00108,02-08-2025,C113,M,Church Clothing,Fashion,Clothing,South,5,540.94,398.25,0.15,2298.995,1991.25,307.745
T00091,26-07-2025,C106,F,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0.1,973.692,796.5,177.192
T00083,16-08-2024,C024,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0,2704.7,1991.25,713.45
T00027,23-01-2024,C057,F,Church Clothing,Fashion,Clothing,West,4,540.94,398.25,0.15,1839.196,1593,246.196
T00025,02-06-2024,C002,M,Church Clothing,Fashion,Clothing,West,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T04993,02-07-2024,C170,F,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T04992,17-09-2024,C026,M,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T04839,19-11-2024,C168,M,Piece Headphones,Electronics,Headphones,North,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T04811,18-05-2024,C040,M,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T04587,21-05-2025,C164,M,Piece Headphones,Electronics,Headphones,South,5,1745.61,1322.44,0.15,7418.8425,6612.2,806.6425
T04520,09-06-2025,C122,M,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T04433,08-08-2024,C193,F,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T04385,30-04-2024,C086,F,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.15,4451.3055,3967.32,483.9855
T04364,26-08-2024,C035,F,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T04316,29-10-2023,C117,F,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0.15,4451.3055,3967.32,483.9855
T04249,04-02-2025,C099,M,Piece Headphones,Electronics,Headphones,South,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T04197,06-08-2025,C060,M,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T04086,08-11-2024,C010,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.15,7418.8425,6612.2,806.6425
T04072,27-01-2024,C059,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T04067,16-02-2025,C102,F,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T04046,30-10-2024,C169,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.05,3316.659,2644.88,671.779
T04030,21-01-2024,C190,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T04017,02-01-2025,C062,M,Piece Headphones,Electronics,Headphones,West,5,1745.61,1322.44,0,8728.05,6612.2,2115.85
T03977,26-05-2024,C034,F,Piece Headphones,Electronics,Headphones,South,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T03854,27-02-2024,C025,F,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.05,8291.6475,6612.2,1679.4475
T03765,06-08-2025,C104,M,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0.05,3316.659,2644.88,671.779
T03736,07-03-2024,C167,F,Piece Headphones,Electronics,Headphones,South,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T03730,23-06-2025,C028,F,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T03571,01-01-2025,C151,M,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T03528,26-11-2024,C200,M,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T03524,30-08-2025,C103,F,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T03495,03-04-2025,C027,M,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.15,4451.3055,3967.32,483.9855
T03450,12-02-2024,C172,F,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T03400,16-09-2024,C056,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T03364,30-11-2024,C098,F,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T03304,22-05-2025,C185,F,Piece Headphones,Electronics,Headphones,West,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T03299,25-06-2025,C090,M,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T03297,05-02-2024,C074,F,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T03279,07-01-2025,C157,M,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T03172,20-03-2024,C187,M,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T03098,08-09-2025,C036,M,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.1,1571.049,1322.44,248.609
T03075,31-12-2023,C062,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T03045,11-07-2025,C150,M,Piece Headphones,Electronics,Headphones,South,5,1745.61,1322.44,0.15,7418.8425,6612.2,806.6425
T03033,03-07-2025,C163,F,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0,8728.05,6612.2,2115.85
T02991,22-04-2025,C126,M,Piece Headphones,Electronics,Headphones,North,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T02795,26-02-2024,C181,F,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.05,8291.6475,6612.2,1679.4475
T02776,23-08-2024,C102,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T02753,21-11-2024,C194,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.05,8291.6475,6612.2,1679.4475
T02708,24-05-2025,C131,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.05,3316.659,2644.88,671.779
T02606,14-07-2024,C146,F,Piece Headphones,Electronics,Headphones,South,5,1745.61,1322.44,0.15,7418.8425,6612.2,806.6425
T02546,26-07-2024,C008,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.05,8291.6475,6612.2,1679.4475
T02512,14-10-2023,C078,M,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T02496,09-09-2025,C141,F,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T02490,14-09-2024,C024,F,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T02481,07-05-2024,C048,M,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T02376,01-02-2025,C008,M,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T02374,20-02-2025,C082,M,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0.15,4451.3055,3967.32,483.9855
T02326,24-10-2023,C093,M,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T02309,24-10-2023,C183,M,Piece Headphones,Electronics,Headphones,West,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T02256,24-05-2025,C018,M,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T02247,13-12-2023,C150,M,Piece Headphones,Electronics,Headphones,South,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T02230,19-10-2023,C003,F,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T02219,22-11-2024,C130,M,Piece Headphones,Electronics,Headphones,North,4,1745.61,1322.44,0,6982.44,5289.76,1692.68
T02206,22-03-2025,C144,F,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0,6982.44,5289.76,1692.68
T02202,23-06-2025,C077,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T02105,14-04-2025,C071,M,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0,3491.22,2644.88,846.34
T02061,23-12-2023,C068,F,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T02006,13-03-2024,C129,M,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T01922,18-03-2025,C103,F,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T01894,28-08-2025,C029,M,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0,3491.22,2644.88,846.34
T01864,27-01-2025,C033,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0,6982.44,5289.76,1692.68
T01863,11-05-2025,C155,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T01849,17-06-2024,C124,F,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T01821,23-10-2024,C148,F,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T01791,18-06-2025,C129,M,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T01745,20-02-2024,C174,M,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T01726,13-09-2023,C156,M,Piece Headphones,Electronics,Headphones,South,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T01693,03-10-2024,C079,F,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T01649,12-02-2025,C085,M,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T01626,22-06-2024,C007,M,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T01544,01-12-2024,C096,M,Piece Headphones,Electronics,Headphones,West,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T01534,31-12-2024,C148,F,Piece Headphones,Electronics,Headphones,South,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T01514,24-01-2024,C107,F,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T01431,25-12-2024,C097,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0,3491.22,2644.88,846.34
T01387,09-03-2024,C112,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0,6982.44,5289.76,1692.68
T01377,09-01-2025,C025,F,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T01373,01-04-2024,C068,F,Piece Headphones,Electronics,Headphones,North,5,1745.61,1322.44,0.15,7418.8425,6612.2,806.6425
T01122,29-06-2024,C058,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0.1,7855.245,6612.2,1243.045
T01091,23-01-2025,C045,M,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0.1,4713.147,3967.32,745.827
T01064,26-11-2023,C197,M,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0.1,6284.196,5289.76,994.436
T01027,31-10-2024,C091,M,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0.1,3142.098,2644.88,497.218
T00950,15-12-2023,C171,M,Piece Headphones,Electronics,Headphones,East,1,1745.61,1322.44,0.05,1658.3295,1322.44,335.8895
T00874,05-10-2024,C124,F,Piece Headphones,Electronics,Headphones,South,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T00851,16-07-2024,C175,M,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0.15,2967.537,2644.88,322.657
T00814,13-02-2024,C119,M,Piece Headphones,Electronics,Headphones,East,5,1745.61,1322.44,0,8728.05,6612.2,2115.85
T00772,07-09-2025,C135,M,Piece Headphones,Electronics,Headphones,East,2,1745.61,1322.44,0,3491.22,2644.88,846.34
T00756,09-06-2025,C109,F,Piece Headphones,Electronics,Headphones,South,5,1745.61,1322.44,0,8728.05,6612.2,2115.85
T00738,13-08-2024,C184,M,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0,1745.61,1322.44,423.17
T00734,19-11-2023,C104,M,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0,1745.61,1322.44,423.17
T00621,27-08-2024,C093,M,Piece Headphones,Electronics,Headphones,South,4,1745.61,1322.44,0,6982.44,5289.76,1692.68
T00599,29-03-2024,C164,M,Piece Headphones,Electronics,Headphones,North,3,1745.61,1322.44,0.05,4974.9885,3967.32,1007.6685
T00545,09-01-2025,C020,F,Piece Headphones,Electronics,Headphones,East,3,1745.61,1322.44,0,5236.83,3967.32,1269.51
T00520,24-08-2025,C169,M,Piece Headphones,Electronics,Headphones,West,2,1745.61,1322.44,0.05,3316.659,2644.88,671.779
T00271,20-06-2025,C178,F,Piece Headphones,Electronics,Headphones,North,2,1745.61,1322.44,0,3491.22,2644.88,846.34
T00257,18-10-2024,C022,M,Piece Headphones,Electronics,Headphones,North,1,1745.61,1322.44,0.15,1483.7685,1322.44,161.3285
T00069,14-11-2023,C031,F,Piece Headphones,Electronics,Headphones,East,4,1745.61,1322.44,0.05,6633.318,5289.76,1343.558
T04860,17-01-2025,C090,M,Present Television,Electronics,Television,South,2,1635.01,1043.29,0.15,2779.517,2086.58,692.937
T04848,28-12-2023,C008,M,Present Television,Electronics,Television,East,4,1635.01,1043.29,0.15,5559.034,4173.16,1385.874
T04819,04-12-2024,C131,M,Present Television,Electronics,Television,East,2,1635.01,1043.29,0,3270.02,2086.58,1183.44
T04796,20-05-2024,C154,M,Present Television,Electronics,Television,North,5,1635.01,1043.29,0.05,7766.2975,5216.45,2549.8475
T04772,26-09-2024,C103,F,Present Television,Electronics,Television,East,5,1635.01,1043.29,0,8175.05,5216.45,2958.6
T04711,21-09-2024,C042,F,Present Television,Electronics,Television,West,4,1635.01,1043.29,0,6540.04,4173.16,2366.88
T04704,21-05-2024,C044,M,Present Television,Electronics,Television,North,1,1635.01,1043.29,0.05,1553.2595,1043.29,509.9695
T04625,21-04-2024,C149,M,Present Television,Electronics,Television,South,2,1635.01,1043.29,0.05,3106.519,2086.58,1019.939
T04615,19-12-2023,C112,F,Present Television,Electronics,Television,South,5,1635.01,1043.29,0,8175.05,5216.45,2958.6
T04561,04-08-2024,C167,F,Present Television,Electronics,Television,West,3,1635.01,1043.29,0.05,4659.7785,3129.87,1529.9085
T04442,17-08-2024,C093,M,Present Television,Electronics,Television,East,1,1635.01,1043.29,0.15,1389.7585,1043.29,346.4685
T04335,27-05-2025,C151,M,Present Television,Electronics,Television,East,5,1635.01,1043.29,0.1,7357.545,5216.45,2141.095
T04311,05-07-2025,C044,M,Present Television,Electronics,Television,West,2,1635.01,1043.29,0.1,2943.018,2086.58,856.438
T04294,12-05-2024,C200,M,Present Television,Electronics,Television,East,1,1635.01,1043.29,0.1,1471.509,1043.29,428.219
T04281,25-07-2025,C004,M,Present Television,Electronics,Television,South,1,1635.01,1043.29,0.05,1553.2595,1043.29,509.9695
T04264,13-09-2024,C125,M,Present Television,Electronics,Television,South,5,1635.01,1043.29,0,8175.05,5216.45,2958.6
T04252,22-11-2023,C156,M,Present Television,Electronics,Television,North,4,1635.01,1043.29,0,6540.04,4173.16,2366.88
T04248,05-12-2024,C084,M,Present Television,Electronics,Television,South,4,1635.01,1043.29,0.15,5559.034,4173.16,1385.874
T04230,13-10-2023,C189,M,Present Television,Electronics,Television,East,1,1635.01,1043.29,0,1635.01,1043.29,591.72
T04226,30-12-2024,C029,M,Present Television,Electronics,Television,West,4,1635.01,1043.29,0,6540.04,4173.16,2366.88
T04203,13-10-2024,C083,F,Present Television,Electronics,Television,North,2,1635.01,1043.29,0,3270.02,2086.58,1183.44
T04195,06-05-2024,C128,F,Present Television,Electronics,Television,West,5,1635.01,1043.29,0.05,7766.2975,5216.45,2549.8475
T03989,31-07-2025,C051,F,Present Television,Electronics,Television,West,5,1635.01,1043.29,0.05,7766.2975,5216.45,2549.8475
T03987,20-02-2025,C093,M,Present Television,Electronics,Television,South,3,1635.01,1043.29,0.1,4414.527,3129.87,1284.657
T03952,08-02-2025,C018,M,Present Television,Electronics,Television,West,5,1635.01,1043.29,0,8175.05,5216.45,2958.6
T03876,29-12-2024,C009,F,Present Television,Electronics,Television,North,1,1635.01,1043.29,0.15,1389.7585,1043.29,346.4685
T03801,18-12-2024,C113,M,Present Television,Electronics,Television,North,5,1635.01,1043.29,0.1,7357.545,5216.45,2141.095
T03644,22-11-2024,C158,M,Present Television,Electronics,Television,East,4,1635.01,1043.29,0.05,6213.038,4173.16,2039.878
T03616,05-10-2024,C024,F,Present Television,Electronics,Television,West,2,1635.01,1043.29,0.15,2779.517,2086.58,692.937
T03578,22-02-2024,C161,M,Present Television,Electronics,Television,West,5,1635.01,1043.29,0,8175.05,5216.45,2958.6
T03520,13-03-2024,C158,M,Present Television,Electronics,Television,South,4,1635.01,1043.29,0.15,5559.034,4173.16,1385.874
T03447,26-06-2025,C102,F,Present Television,Electronics,Television,South,4,1635.01,1043.29,0.15,5559.034,4173.16,1385.874
T03212,05-04-2025,C065,F,Present Television,Electronics,Television,North,2,1635.01,1043.29,0.15,2779.517,2086.58,692.937
T03178,19-12-2024,C085,M,Present Television,Electronics,Television,East,3,1635.01,1043.29,0.15,4169.2755,3129.87,1039.4055
T03139,12-12-2024,C040,M,Present Television,Electronics,Television,East,2,1635.01,1043.29,0.1,2943.018,2086.58,856.438
T03103,25-09-2024,C062,M,Present Television,Electronics,Television,East,2,1635.01,1043.29,0.1,2943.018,2086.58,856.438
T03079,21-04-2025,C167,F,Present Television,Electronics,Television,West,3,1635.01,1043.29,0.1,4414.527,3129.87,1284.657
T02981,11-08-2024,C052,F,Present Television,Electronics,Television,East,3,1635.01,1043.29,0.1,4414.527,3129.87,1284.657
T02925,05-03-2025,C162,M,Present Television,Electronics,Television,East,4,1635.01,1043.29,0.1,5886.036,4173.16,1712.876
T02876,27-12-2024,C144,F,Present Television,Electronics,Television,East,4,1635.01,1043.29,0.1,5886.036,4173.16,1712.876
T02815,26-12-2024,C048,M,Present Television,Electronics,Television,East,3,1635.01,1043.29,0,4905.03,3129.87,1775.16
T02780,09-08-2024,C158,M,Present Television,Electronics,Television,South,5,1635.01,1043.29,0.15,6948.7925,5216.45,1732.3425
T02750,14-01-2024,C068,F,Present Television,Electronics,Television,North,3,1635.01,1043.29,0.1,4414.527,3129.87,1284.657
T02654,22-05-2024,C160,M,Present Television,Electronics,Television,North,1,1635.01,1043.29,0,1635.01,1043.29,591.72
T02541,03-09-2024,C089,F,Present Television,Electronics,Television,North,2,1635.01,1043.29,0.15,2779.517,2086.58,692.937
T02446,15-10-2023,C093,M,Present Television,Electronics,Television,East,2,1635.01,1043.29,0,3270.02,2086.58,1183.44
T02424,06-03-2025,C080,F,Present Television,Electronics,Television,East,2,1635.01,1043.29,0,3270.02,2086.58,1183.44
